,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,,
751,The Last Time,Red (Big Machine Radio Release Special),2012-10-22,20,4L9QDCVNWIFhf2yr8iMvzA,spotify:track:4L9QDCVNWIFhf2yr8iMvzA,0.035,0.505,0.443,3.15E-06,0.0906,-7.039,0.0276,94.069,0.123,30,299013,,
752,Holy Ground - Commentary,Red (Big Machine Radio Release Special),2012-10-22,21,0HTZpLa2SjBmuJ6zJ7OqMm,spotify:track:0HTZpLa2SjBmuJ6zJ7OqMm,0.86,0.756,0.297,0,0.181,-13.778,0.957,87.227,0.471,23,79998,,
753,Holy Ground,Red (Big Machine Radio Release Special),2012-10-22,22,5iZzl5YlcJaEZjFCcv9j2h,spotify:track:5iZzl5YlcJaEZjFCcv9j2h,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,28,202960,,
754,Sad Beautiful Tragic - Commentary,Red (Big Machine Radio Release Special),2012-10-22,23,3rMskQgCc54bAQUfE0U4Fw,spotify:track:3rMskQgCc54bAQUfE0U4Fw,0.794,0.747,0.413,0,0.175,-12.898,0.953,84.382,0.415,23,61613,,
755,Sad Beautiful Tragic,Red (Big Machine Radio Release Special),2012-10-22,24,5qD1xj5lXOaX1ZDpVKZeF3,spotify:track:5qD1xj5lXOaX1ZDpVKZeF3,0.632,0.624,0.34,0.0337,0.0805,-12.411,0.029,129.987,0.261,28,284866,,
756,The Lucky One - Commentary,Red (Big Machine Radio Release Special),2012-10-22,25,1J22bFnVC6Rmjxby941PDf,spotify:track:1J22bFnVC6Rmjxby941PDf,0.736,0.668,0.329,0,0.143,-12.858,0.954,78.286,0.355,23,73455,,
757,The Lucky One,Red (Big Machine Radio Release Special),2012-10-22,26,3m4mW6nG5V94FkGBE1YvRG,spotify:track:3m4mW6nG5V94FkGBE1YvRG,0.0371,0.706,0.499,0,0.132,-7.675,0.0369,117.937,0.545,28,240266,,
758,Everything Has Changed - Commentary,Red (Big Machine Radio Release Special),2012-10-22,27,633FwmKmrHWn6sLTL3db72,spotify:track:633FwmKmrHWn6sLTL3db72,0.718,0.785,0.306,0,0.242,-13.125,0.896,101.873,0.558,23,57768,,
759,Everything Has Changed,Red (Big Machine Radio Release Special),2012-10-22,28,3Z1kZKYfRC8iRXnYeC5sCJ,spotify:track:3Z1kZKYfRC8iRXnYeC5sCJ,0.36,0.624,0.458,3.89E-06,0.311,-6.755,0.0287,80.016,0.436,67,245413,,
760,Starlight - Commentary,Red (Big Machine Radio Release Special),2012-10-22,29,2ag2oLCwlFIA88hQrLMHzv,spotify:track:2ag2oLCwlFIA88hQrLMHzv,0.809,0.707,0.315,0,0.2,-11.719,0.927,134.89,0.702,23,52709,,
761,Starlight,Red (Big Machine Radio Release Special),2012-10-22,30,2D1BGzlocoxwNBBf2nMwMk,spotify:track:2D1BGzlocoxwNBBf2nMwMk,0.0213,0.649,0.777,0.000335,0.21,-5.804,0.0406,126.018,0.587,28,220600,,
762,Begin Again - Commentary,Red (Big Machine Radio Release Special),2012-10-22,31,3JayaISg308IVZhUY0XUXe,spotify:track:3JayaISg308IVZhUY0XUXe,0.709,0.677,0.286,0,0.141,-12.23,0.934,95.371,0.656,23,65305,,
763,Begin Again,Red (Big Machine Radio Release Special),2012-10-22,32,4uoyvFGK43Of4v9tj0moxC,spotify:track:4uoyvFGK43Of4v9tj0moxC,0.199,0.53,0.526,3.52E-06,0.14,-8.349,0.0263,79.025,0.323,56,239426,,
812,State Of Grace,Red,2012-10-22,1,786NsUYn4GGUf8AOt0SQhP,spotify:track:786NsUYn4GGUf8AOt0SQhP,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,0.397,41,295186,,
813,Red,Red,2012-10-22,2,0cITLOYn1Sv4q27zZPqlNK,spotify:track:0cITLOYn1Sv4q27zZPqlNK,0.0773,0.602,0.896,8.87E-05,0.091,-4.267,0.0437,124.978,0.641,61,220826,,
814,Treacherous,Red,2012-10-22,3,5kYFVSQoPu7yRpfiHBwMUk,spotify:track:5kYFVSQoPu7yRpfiHBwMUk,0.101,0.705,0.621,4.30E-06,0.147,-8.086,0.0334,109.993,0.395,40,240773,,
815,I Knew You Were Trouble.,Red,2012-10-22,4,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,0.00454,0.622,0.469,2.25E-06,0.0398,-6.798,0.0363,77.019,0.679,63,217973,,
816,All Too Well,Red,2012-10-22,5,4XMP3zVxrnr58T0tjIHvpR,spotify:track:4XMP3zVxrnr58T0tjIHvpR,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,48,327893,,
817,22,Red,2012-10-22,6,2ULNeSomDxVNmdDy8VxEBU,spotify:track:2ULNeSomDxVNmdDy8VxEBU,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,52,230133,,
818,I Almost Do,Red,2012-10-22,7,5VwFkx7JOimOGTYfha5rs1,spotify:track:5VwFkx7JOimOGTYfha5rs1,0.0173,0.567,0.481,4.13E-05,0.182,-7.357,0.027,145.865,0.233,44,242573,,
819,We Are Never Ever Getting Back Together,Red,2012-10-22,8,7AEAGTc8cReDqcbPoY9gwo,spotify:track:7AEAGTc8cReDqcbPoY9gwo,0.00957,0.628,0.676,2.65E-05,0.102,-5.911,0.0916,85.984,0.75,61,191880,,
820,Stay Stay Stay,Red,2012-10-22,9,1qLeEu4iXEclkLwoBlMiou,spotify:track:1qLeEu4iXEclkLwoBlMiou,0.307,0.729,0.748,1.29E-06,0.09,-6.67,0.0245,99.981,0.928,41,204826,,
821,The Last Time,Red,2012-10-22,10,3n9mzjgAzjyKawvbHzciXF,spotify:track:3n9mzjgAzjyKawvbHzciXF,0.035,0.505,0.443,3.15E-06,0.0921,-7.039,0.0276,94.069,0.123,40,298293,,
822,Holy Ground,Red,2012-10-22,11,1fGsZsIkQkOspfsT24nQP6,spotify:track:1fGsZsIkQkOspfsT24nQP6,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,0.648,39,201853,,
823,Sad Beautiful Tragic,Red,2012-10-22,12,6LKjHhOW1az75pCQ9XJJtF,spotify:track:6LKjHhOW1az75pCQ9XJJtF,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,38,283680,,
824,The Lucky One,Red,2012-10-22,13,2X2J0BhxaLTmnxO4pPUhSd,spotify:track:2X2J0BhxaLTmnxO4pPUhSd,0.0371,0.706,0.499,0,0.132,-7.675,0.0369,117.937,0.545,39,240133,,
825,Everything Has Changed,Red,2012-10-22,14,4NAmRvqSITAAzKWnC8yRq3,spotify:track:4NAmRvqSITAAzKWnC8yRq3,0.36,0.624,0.458,3.89E-06,0.303,-6.755,0.0287,80.017,0.436,57,243933,,
826,Starlight,Red,2012-10-22,15,7MecVsMj22MneZt7kVFaCr,spotify:track:7MecVsMj22MneZt7kVFaCr,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,0.587,39,217826,,
827,Begin Again,Red,2012-10-22,16,0L4YCNRfXAoTvdpWeH2RGj,spotify:track:0L4YCNRfXAoTvdpWeH2RGj,0.199,0.53,0.526,3.52E-06,0.232,-8.349,0.0263,79.025,0.323,57,237613,,
828,Mine - POP Mix,Speak Now (Japanese Version),2010-10-25,1,4wLBRunveZpcCuivglwFPa,spotify:track:4wLBRunveZpcCuivglwFPa,0.00461,0.696,0.768,1.21E-06,0.101,-3.863,0.0308,121.05,0.692,30,230546,,
829,Sparks Fly,Speak Now (Japanese Version),2010-10-25,2,2lCii9ugWIOMGLKO5dj5WP,spotify:track:2lCii9ugWIOMGLKO5dj5WP,0.0387,0.608,0.785,0,0.158,-2.976,0.0311,114.985,0.376,17,260946,,
830,Back To December,Speak Now (Japanese Version),2010-10-25,3,4moQek8ZD57EpFHby1uyOu,spotify:track:4moQek8ZD57EpFHby1uyOu,0.0202,0.517,0.606,0,0.324,-5.797,0.0289,141.929,0.296,15,293040,,
831,Speak Now,Speak Now (Japanese Version),2010-10-25,4,7rkOO7Zbr9WimwXQ7Ojfw0,spotify:track:7rkOO7Zbr9WimwXQ7Ojfw0,0.101,0.708,0.601,0,0.0979,-3.75,0.0306,118.962,0.742,16,240773,,
832,Dear John,Speak Now (Japanese Version),2010-10-25,5,5tMJg8uuZ6tBPRvL37sab7,spotify:track:5tMJg8uuZ6tBPRvL37sab7,0.183,0.583,0.468,1.65E-06,0.111,-5.378,0.0278,119.375,0.126,10,403933,,
833,Mean,Speak Now (Japanese Version),2010-10-25,6,2xlZZrMV7pWOUnjiWcjKv2,spotify:track:2xlZZrMV7pWOUnjiWcjKv2,0.445,0.57,0.747,0,0.219,-3.978,0.0426,164.004,0.808,15,237746,,
834,The Story Of Us,Speak Now (Japanese Version),2010-10-25,7,0cteXFnxe5gctzwP5rJqXA,spotify:track:0cteXFnxe5gctzwP5rJqXA,0.000315,0.575,0.855,0.00161,0.0419,-4.827,0.0467,139.92,0.84,13,265680,,
835,Never Grow Up,Speak Now (Japanese Version),2010-10-25,8,3b0eiZ5V0KgGaeuwpql2Gp,spotify:track:3b0eiZ5V0KgGaeuwpql2Gp,0.829,0.715,0.308,0,0.16,-8.829,0.0305,124.899,0.547,9,290480,,
836,Enchanted,Speak Now (Japanese Version),2010-10-25,9,7tWnXrOMtM7vzOnm27xoQD,spotify:track:7tWnXrOMtM7vzOnm27xoQD,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,16,352200,,
837,Better Than Revenge,Speak Now (Japanese Version),2010-10-25,10,5Ivr5c3f3WNXjBHhtsL19v,spotify:track:5Ivr5c3f3WNXjBHhtsL19v,0.0167,0.519,0.917,2.06E-05,0.359,-3.185,0.0887,145.882,0.652,11,217173,,
838,Innocent,Speak Now (Japanese Version),2010-10-25,11,1qKyT8DIpxjU3W9m3CkT5d,spotify:track:1qKyT8DIpxjU3W9m3CkT5d,0.202,0.553,0.604,0,0.125,-5.295,0.0258,133.989,0.186,8,302266,,
839,Haunted,Speak Now (Japanese Version),2010-10-25,12,6U32NcAyzs7GwfFckTrvLF,spotify:track:6U32NcAyzs7GwfFckTrvLF,0.0769,0.434,0.944,0,0.151,-2.641,0.0581,162.02,0.361,9,242093,,
840,Last Kiss,Speak Now (Japanese Version),2010-10-25,13,0qLPFc6NZR3bIpiP7VglGd,spotify:track:0qLPFc6NZR3bIpiP7VglGd,0.581,0.359,0.329,3.75E-05,0.0979,-9.531,0.0293,84.358,0.208,8,367146,,
841,Long Live,Speak Now (Japanese Version),2010-10-25,14,56qtaBXJlPx9Z41ucQeWcK,spotify:track:56qtaBXJlPx9Z41ucQeWcK,0.0426,0.412,0.682,7.47E-05,0.106,-4.319,0.0339,203.959,0.146,10,317960,,
842,Back To December,Speak Now (Japanese Version),2010-10-25,15,2fmoOd2vrmOZn50Vk9qUMa,spotify:track:2fmoOd2vrmOZn50Vk9qUMa,0.113,0.525,0.676,0,0.294,-4.684,0.0294,141.95,0.281,10,293040,,
843,The Story Of Us,Speak Now (Japanese Version),2010-10-25,16,0zcJ2N8nyYXF0rkO9MOiUU,spotify:track:0zcJ2N8nyYXF0rkO9MOiUU,0.00487,0.546,0.809,0.000372,0.0437,-3.621,0.041,139.91,0.649,10,266480,,
844,Sparks Fly - Live/2011,Speak Now World Tour Live,2010-10-25,1,1aBJNc2thaKyh5THWzIqHX,spotify:track:1aBJNc2thaKyh5THWzIqHX,0.00917,0.455,0.783,0,0.918,-5.184,0.0393,114.981,0.298,47,336826,,
845,Mine - Live/2011,Speak Now World Tour Live,2010-10-25,2,7yndkPYP6YQQLBpPsizDfh,spotify:track:7yndkPYP6YQQLBpPsizDfh,0.00233,0.496,0.852,0,0.554,-4.775,0.0373,120.969,0.442,45,259279,,
846,The Story Of Us - Live,Speak Now World Tour Live,2010-10-25,3,72GIZuUXo14oyrS0si3Rgc,spotify:track:72GIZuUXo14oyrS0si3Rgc,0.00048,0.419,0.908,0,0.815,-5.156,0.0651,139.813,0.472,46,290520,,
847,Mean - Live/2011,Speak Now World Tour Live,2010-10-25,4,7mFiEij8AXPUZB7aKLbUlQ,spotify:track:7mFiEij8AXPUZB7aKLbUlQ,0.154,0.429,0.915,0,0.693,-4.373,0.069,163.752,0.432,45,246373,,
848,Ours - Live/2011,Speak Now World Tour Live,2010-10-25,5,68QyrSzpnoU04AAhE5z8lj,spotify:track:68QyrSzpnoU04AAhE5z8lj,0.715,0.421,0.355,0,0.867,-10.21,0.0298,77.769,0.267,44,245973,,
849,Back To December/Apologize/You're Not Sorry - Live/2011/Medley,Speak Now World Tour Live,2010-10-25,6,1IsquhJFJ0qcFZI7FeAEuN,spotify:track:1IsquhJFJ0qcFZI7FeAEuN,0.155,0.374,0.516,0,0.795,-8.745,0.0294,142.057,0.171,51,362826,,
850,Better Than Revenge - Live/2011,Speak Now World Tour Live,2010-10-25,7,6505MLhnqTDDg4tjoUz2Wp,spotify:track:6505MLhnqTDDg4tjoUz2Wp,0.00306,0.445,0.887,2.67E-05,0.931,-5.629,0.0768,145.954,0.386,46,344573,,
851,Speak Now - Live/2011,Speak Now World Tour Live,2010-10-25,8,3QFB14MOUf3imlyISNmrbT,spotify:track:3QFB14MOUf3imlyISNmrbT,0.0636,0.615,0.694,1.28E-06,0.83,-5.251,0.0318,118.876,0.373,45,248146,,
852,Last Kiss - Live/2011,Speak Now World Tour Live,2010-10-25,9,6hH37tyeRdyan1mAppmVor,spotify:track:6hH37tyeRdyan1mAppmVor,0.205,0.427,0.395,8.73E-06,0.701,-12.551,0.0291,79.517,0.188,45,369066,,
853,Drops Of Jupiter - Live/2011,Speak Now World Tour Live,2010-10-25,10,0BSmbCIY36iw04azzJ3S0S,spotify:track:0BSmbCIY36iw04azzJ3S0S,0.806,0.374,0.504,0,0.76,-8.407,0.0392,109.025,0.27,50,315173,,
854,Bette Davis Eyes - Live/2011,Speak Now World Tour Live,2010-10-25,11,6KF9xd2hBLuexrmBX4vUWD,spotify:track:6KF9xd2hBLuexrmBX4vUWD,0.713,0.327,0.488,0,0.837,-9.287,0.0322,104.46,0.363,46,189146,,
855,I Want You Back - Live/2011,Speak Now World Tour Live,2010-10-25,12,4KB3zBArZ1rHRExilzycaV,spotify:track:4KB3zBArZ1rHRExilzycaV,0.794,0.536,0.512,0.000122,0.497,-6.794,0.0341,97.397,0.249,45,83253,,
856,Dear John - Live/2011,Speak Now World Tour Live,2010-10-25,13,4DbI1rr4IQ2bc8nejy9ttd,spotify:track:4DbI1rr4IQ2bc8nejy9ttd,0.0157,0.521,0.386,0,0.884,-8.784,0.0301,119.518,0.138,46,404680,,
857,Enchanted - Live/2011,Speak Now World Tour Live,2010-10-25,14,3lm4L3pPL32PFy74dR17OR,spotify:track:3lm4L3pPL32PFy74dR17OR,0.0747,0.34,0.663,2.34E-06,0.563,-5.597,0.0331,163.678,0.214,48,389213,,
858,Haunted - Live/2011,Speak Now World Tour Live,2010-10-25,15,6znB7YZhMJT2B83zfbiyLq,spotify:track:6znB7YZhMJT2B83zfbiyLq,0.0245,0.338,0.818,0,0.889,-7.495,0.0496,162.157,0.177,45,292426,,
859,Long Live - Live/2011,Speak Now World Tour Live,2010-10-25,16,5QkzyLUb4ggojNDp8G2OxX,spotify:track:5QkzyLUb4ggojNDp8G2OxX,0.0053,0.544,0.728,0,0.865,-5.838,0.0282,101.939,0.204,46,376466,,
874,Mine,Speak Now,2010-10-25,1,0dBW6ZsW8skfvoRfgeerBF,spotify:track:0dBW6ZsW8skfvoRfgeerBF,0.00265,0.624,0.757,1.87E-06,0.189,-2.94,0.0296,121.07,0.658,66,230706,,
875,Sparks Fly,Speak Now,2010-10-25,2,6d9IiDcFxtFVIvt9pCqyGH,spotify:track:6d9IiDcFxtFVIvt9pCqyGH,0.0396,0.605,0.787,1.42E-06,0.163,-3.002,0.0308,114.987,0.374,65,260933,,
876,Back To December,Speak Now,2010-10-25,3,3DrjZArsPsoqbLzUZZV1Id,spotify:track:3DrjZArsPsoqbLzUZZV1Id,0.117,0.529,0.67,0,0.334,-4.663,0.0303,141.893,0.286,70,293026,,
877,Speak Now,Speak Now,2010-10-25,4,24DefNCFiWTP8OjYWiXuYe,spotify:track:24DefNCFiWTP8OjYWiXuYe,0.095,0.709,0.599,0,0.0973,-3.734,0.0304,118.975,0.735,62,240760,,
878,Dear John,Speak Now,2010-10-25,5,7hZuICN5eaCuQyp443RCt6,spotify:track:7hZuICN5eaCuQyp443RCt6,0.166,0.589,0.47,1.45E-06,0.112,-5.32,0.028,119.386,0.102,60,403920,,
879,Mean,Speak Now,2010-10-25,6,5yEPktRqvIhko5QFF3aBhQ,spotify:track:5yEPktRqvIhko5QFF3aBhQ,0.452,0.568,0.761,0,0.217,-3.987,0.0459,163.974,0.789,66,237733,,
880,The Story Of Us,Speak Now,2010-10-25,7,3RBluWmSoG2pGA1OePzGJI,spotify:track:3RBluWmSoG2pGA1OePzGJI,0.00478,0.543,0.818,0.000368,0.0357,-3.611,0.0398,139.898,0.683,64,265666,,
881,Never Grow Up,Speak Now,2010-10-25,8,1wJL1A0QUHJPf2cm7tsrdw,spotify:track:1wJL1A0QUHJPf2cm7tsrdw,0.819,0.714,0.305,0,0.174,-8.837,0.0305,124.91,0.554,55,290466,,
882,Enchanted,Speak Now,2010-10-25,9,10eBRyImhfqVvkiVEGf0N0,spotify:track:10eBRyImhfqVvkiVEGf0N0,0.0739,0.455,0.623,0.000424,0.146,-3.878,0.0288,163.893,0.208,74,352186,,
883,Better Than Revenge,Speak Now,2010-10-25,10,2ythurkTtSiyfK7GprJoFW,spotify:track:2ythurkTtSiyfK7GprJoFW,0.0139,0.516,0.917,6.37E-06,0.36,-3.186,0.0827,145.821,0.635,59,217160,,
884,Innocent,Speak Now,2010-10-25,11,5GPwN5iZ9ZMSXAkppj4Uvv,spotify:track:5GPwN5iZ9ZMSXAkppj4Uvv,0.186,0.552,0.608,0,0.125,-5.29,0.0259,134.05,0.17,55,302253,,
885,Haunted,Speak Now,2010-10-25,12,28M2gifMU282QBM3fKajIS,spotify:track:28M2gifMU282QBM3fKajIS,0.0826,0.436,0.95,1.08E-06,0.149,-2.627,0.057,162.088,0.352,60,242080,,
886,Last Kiss,Speak Now,2010-10-25,13,4h0EXpatqJImv4VRgvX6po,spotify:track:4h0EXpatqJImv4VRgvX6po,0.57,0.371,0.341,3.09E-05,0.101,-9.475,0.0319,89.038,0.196,61,367133,,
887,Long Live,Speak Now,2010-10-25,14,6XDBA3QWX51lDJ0oZbaJJN,spotify:track:6XDBA3QWX51lDJ0oZbaJJN,0.036,0.418,0.68,7.59E-05,0.108,-4.3,0.0346,204.125,0.142,58,317946,,
888,Mine - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,1,6vmevdni3tJLxzRXSU7UVd,spotify:track:6vmevdni3tJLxzRXSU7UVd,0.705,0.687,0.242,0,0.215,-14.234,0.933,66.869,0.543,20,97959,,
889,Mine,Speak Now (Big Machine Radio Release Special),2010-10-25,2,3uma4z6bJJxig2eUILcDbp,spotify:track:3uma4z6bJJxig2eUILcDbp,0.00342,0.623,0.78,2.07E-06,0.143,-2.939,0.0307,121.061,0.635,46,231866,,
890,Sparks Fly - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,3,3nWqFKQTstzwvrLEW82dgE,spotify:track:3nWqFKQTstzwvrLEW82dgE,0.799,0.716,0.264,0,0.177,-15.156,0.952,64.792,0.655,20,60865,,
891,Sparks Fly,Speak Now (Big Machine Radio Release Special),2010-10-25,4,1wJzOxcUulTXGgZEOURumN,spotify:track:1wJzOxcUulTXGgZEOURumN,0.0431,0.609,0.791,0,0.159,-3.01,0.0309,114.998,0.358,32,262920,,
892,Back To December - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,5,3MqHevAhUErYJoC1ceESEe,spotify:track:3MqHevAhUErYJoC1ceESEe,0.611,0.716,0.185,0,0.243,-15.663,0.909,128.394,0.642,20,54804,,
893,Back To December,Speak Now (Big Machine Radio Release Special),2010-10-25,6,6OVJMTfXU9rbYI51AoEuLH,spotify:track:6OVJMTfXU9rbYI51AoEuLH,0.125,0.527,0.67,0,0.17,-4.688,0.0305,141.893,0.272,34,295106,,
894,Speak Now - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,7,35XDhcPNgNczxX0aUmiuKH,spotify:track:35XDhcPNgNczxX0aUmiuKH,0.754,0.681,0.21,0,0.153,-15.714,0.946,85.222,0.565,20,99030,,
895,Speak Now,Speak Now (Big Machine Radio Release Special),2010-10-25,8,0Olj747orZlOhMeaTRSlxc,spotify:track:0Olj747orZlOhMeaTRSlxc,0.0994,0.71,0.62,0,0.0997,-3.723,0.0308,118.959,0.737,30,243346,,
896,Dear John - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,9,1WxSuTO0X0HKb1dkQjVkVo,spotify:track:1WxSuTO0X0HKb1dkQjVkVo,0.862,0.71,0.196,0,0.197,-14.8,0.94,83.656,0.59,20,64809,,
897,Dear John,Speak Now (Big Machine Radio Release Special),2010-10-25,10,7I3hYiXgQYPLS0HsPF9mrk,spotify:track:7I3hYiXgQYPLS0HsPF9mrk,0.183,0.586,0.466,1.44E-06,0.109,-5.341,0.0277,119.367,0.115,31,405906,,
898,Mean - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,11,4JJz3bQDt922DzUNHsGtWk,spotify:track:4JJz3bQDt922DzUNHsGtWk,0.851,0.643,0.164,0,0.158,-16.38,0.912,85.001,0.694,20,89626,,
899,Mean,Speak Now (Big Machine Radio Release Special),2010-10-25,12,2AyPGjJkLw5i2xBsxDvUQC,spotify:track:2AyPGjJkLw5i2xBsxDvUQC,0.434,0.567,0.746,0,0.232,-4.023,0.0485,163.98,0.794,30,238693,,
900,The Story Of Us - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,13,44uwUM4YEfve5tDYEbVXQb,spotify:track:44uwUM4YEfve5tDYEbVXQb,0.67,0.711,0.18,0,0.17,-15.344,0.919,95.847,0.66,20,77139,,
901,The Story Of Us,Speak Now (Big Machine Radio Release Special),2010-10-25,14,7dlofsE0pZhXBZR6hqhaVu,spotify:track:7dlofsE0pZhXBZR6hqhaVu,0.00463,0.542,0.808,0.000479,0.0587,-3.592,0.038,139.907,0.666,38,267653,,
902,Never Grow Up - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,15,0eRpceXMfMVYhMVrVkgWxS,spotify:track:0eRpceXMfMVYhMVrVkgWxS,0.925,0.684,0.182,0,0.335,-15.868,0.957,143.429,0.57,20,76094,,
903,Never Grow Up,Speak Now (Big Machine Radio Release Special),2010-10-25,16,1NXRcoa3St2wQxlT9iCAEV,spotify:track:1NXRcoa3St2wQxlT9iCAEV,0.811,0.718,0.301,0,0.129,-8.834,0.0307,124.899,0.538,28,292920,,
904,Enchanted - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,17,1eGBTPSSrr9Lem1BVKzgia,spotify:track:1eGBTPSSrr9Lem1BVKzgia,0.755,0.612,0.25,0,0.157,-15.43,0.945,51.351,0.627,20,84453,,
905,Enchanted,Speak Now (Big Machine Radio Release Special),2010-10-25,18,1nyySeUvIxeIydsDL4G80X,spotify:track:1nyySeUvIxeIydsDL4G80X,0.0701,0.464,0.624,0.000477,0.158,-3.846,0.0292,163.9,0.195,38,353253,,
906,Better Than Revenge - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,19,7msaHKbkc94FKxIMsH4DAm,spotify:track:7msaHKbkc94FKxIMsH4DAm,0.875,0.706,0.317,0,0.218,-14.093,0.934,104.978,0.784,20,45139,,
907,Better Than Revenge,Speak Now (Big Machine Radio Release Special),2010-10-25,20,1Ou5KTDC8WTcRYzF6TuCOM,spotify:track:1Ou5KTDC8WTcRYzF6TuCOM,0.0155,0.517,0.918,1.52E-05,0.263,-3.187,0.0912,145.87,0.595,29,220306,,
908,Innocent - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,21,4JOZRF1Tp23yeLDkaJvYiC,spotify:track:4JOZRF1Tp23yeLDkaJvYiC,0.869,0.678,0.232,0,0.317,-15.836,0.946,146.991,0.597,20,58853,,
909,Innocent,Speak Now (Big Machine Radio Release Special),2010-10-25,22,0xGGOx0t5rWxX28iZyVWyc,spotify:track:0xGGOx0t5rWxX28iZyVWyc,0.178,0.561,0.595,0,0.121,-5.285,0.0259,134.032,0.159,25,303400,,
910,Haunted - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,23,6PnszbMFmzHaxT2ANFgRVQ,spotify:track:6PnszbMFmzHaxT2ANFgRVQ,0.772,0.669,0.283,0,0.328,-15.357,0.944,149.646,0.517,20,61361,,
911,Haunted,Speak Now (Big Machine Radio Release Special),2010-10-25,24,6lz5WeAIlOuCEkl6kqJdaS,spotify:track:6lz5WeAIlOuCEkl6kqJdaS,0.0854,0.441,0.946,1.35E-06,0.0707,-2.616,0.0582,162.145,0.358,27,245413,,
912,Last Kiss - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,25,2YiBQKOQhgdSddgpCDZmYO,spotify:track:2YiBQKOQhgdSddgpCDZmYO,0.804,0.672,0.243,0,0.28,-15.832,0.944,84.599,0.588,20,59768,,
913,Last Kiss,Speak Now (Big Machine Radio Release Special),2010-10-25,26,15cELoe9O3O1Wj8APIXdyG,spotify:track:15cELoe9O3O1Wj8APIXdyG,0.591,0.429,0.333,2.29E-05,0.0994,-9.499,0.0303,72.619,0.227,27,369120,,
914,Long Live - Commentary,Speak Now (Big Machine Radio Release Special),2010-10-25,27,6trbb1ao6xqh6FjKc0BRYF,spotify:track:6trbb1ao6xqh6FjKc0BRYF,0.712,0.782,0.272,0,0.226,-14.986,0.939,74.299,0.681,20,41769,,
915,Long Live,Speak Now (Big Machine Radio Release Special),2010-10-25,28,5gHX33LEbaLcQoCA5o93JQ,spotify:track:5gHX33LEbaLcQoCA5o93JQ,0.0442,0.416,0.692,0.000104,0.112,-4.289,0.0356,204.104,0.142,27,317946,,
916,Mine - Instrumental With Background Vocals,Speak Now (Karaoke Version),2010-10-25,1,7J4cg1IeDWDY4oE19CaIra,spotify:track:7J4cg1IeDWDY4oE19CaIra,3.52E-05,0.6,0.701,0.72,0.0848,-5.72,0.0334,121.053,0.631,9,241106,,
917,Sparks Fly - Instrumental With Background Vocals,Speak Now (Karaoke Version),2010-10-25,2,4A7shC8pd0ddDSqrvETTsu,spotify:track:4A7shC8pd0ddDSqrvETTsu,0.000535,0.599,0.726,0.696,0.213,-5.266,0.0295,114.985,0.357,10,264120,,
918,Back To December - Instrumental With Background Vocals,Speak Now (Karaoke Version),2010-10-25,3,5fWNEKU1JTe07KsrJ7stft,spotify:track:5fWNEKU1JTe07KsrJ7stft,0.00385,0.524,0.636,0.29,0.161,-7.37,0.0264,141.967,0.316,13,296226,,
919,Speak Now - Instrumental With Background Vocals,Speak Now (Karaoke Version),2010-10-25,4,6nHV1NXioyCPpewRMh2DxC,spotify:track:6nHV1NXioyCPpewRMh2DxC,0.00137,0.656,0.546,0.889,0.0813,-6.233,0.046,118.984,0.535,13,250186,,
920,Dear John - Instrumental With Background Vocals,Speak Now (Karaoke Version),2010-10-25,5,4jqsWkHTmhBdTKHtsaw2gL,spotify:track:4jqsWkHTmhBdTKHtsaw2gL,0.12,0.597,0.404,0.539,0.143,-8.602,0.0307,119.52,0.144,8,407106,,
921,Mean - Instrumental With Background Vocals,Speak Now (Karaoke Version),2010-10-25,6,2Aho0iiNBf6E4XYtlha9xY,spotify:track:2Aho0iiNBf6E4XYtlha9xY,0.225,0.591,0.707,0.012,0.146,-6.267,0.0407,163.985,0.61,7,246120,,
